target,feature1,feature2,feature3,feature4
4,-113.0464964,322.8708109,198.5636871,19
5,-189.0004398,337.0172947,234.6894101,15
4,69.24263641,319.6346062,106.6033,13
1,-43.97873532,363.8769245,184.1218678,16
3,-200.5920199,430.3212838,304.3907655,17
1,897.8250198,360.1841631,-304.9646704,11
3,266.1653752,341.8338576,6.452296791,11
3,-115.0353554,376.7343952,229.1258713,16
1,-22.00645348,404.0924942,195.049894,18
3,-287.2481685,327.5566381,283.0157846,19
0,-163.2520771,414.905713,265.7722955,15
4,488.4518769,384.1771219,-79.52939161,10
1,-88.89144081,237.7957906,132.8928447,12
1,51.95798249,440.2391918,165.6095514,15
5,105.372736,362.2850781,99.16160431,18
4,-122.9457476,307.9167897,181.1895318,18
1,-59.2969894,381.0564225,201.6847538,18
5,-358.54185,246.6416212,276.908359,11
0,-179.9462813,428.4770669,260.4437888,13
0,-612.2780621,334.8396707,440.4422197,12
0,401.1118933,238.3616526,-121.7445105,11
0,50.79266063,424.2126858,150.7904814,15
0,-158.3422609,321.7160966,210.5799297,11
3,269.630253,412.5884809,31.98044397,11
5,148.9077959,402.7666427,118.2982277,19
0,-548.0503002,233.4345335,349.2198788,14
1,-356.7774663,372.8901343,353.8473938,19
5,41.25695726,428.7352363,156.0664557,12
0,449.0933534,319.4856516,-99.76220489,12
1,-840.8798007,278.2119428,529.2122743,10
3,138.5643465,212.804075,8.008992344,14
0,-309.7616977,384.3295254,347.8099747,19
3,864.8426043,387.3362322,-279.5479243,10
3,180.9553565,248.5007459,12.51879771,11
4,-90.39078107,310.7995105,175.4949744,14
1,326.5836344,301.4223272,-19.83199117,18
4,102.6149786,340.0005284,101.0152101,18
3,689.5779121,279.1976165,-240.7885889,10
4,515.1516212,344.3930376,-119.4887372,12
3,-29.80847458,286.4742952,133.2930175,13
3,329.007607,388.0866348,9.768493099,16
1,-421.7291099,346.7861216,351.3984219,12
4,121.249008,314.7204802,56.60782805,15
0,-966.8218933,288.4630251,592.6656177,10
1,-236.3815402,347.6392551,255.6164629,10
4,476.2830059,378.5986527,-78.31964505,19
5,449.0563868,413.6299065,-18.92518277,17
5,565.442195,256.693617,-186.030557,11
0,-80.79174046,344.5177377,178.0975222,11
4,-855.1183474,391.051962,601.1676109,14
5,-249.6219953,452.2884833,344.4584566,19
5,-321.1135963,251.7912164,272.8183535,19
4,657.4760488,284.8496533,-219.4564629,11
3,-368.4701122,362.1682123,336.8526897,15
5,88.99294733,386.9936562,117.6312435,12
4,-48.05774495,198.9939681,93.98018595,16
4,504.77283,359.7209466,-121.7382666,10
3,26.12081157,309.1831177,118.6613944,17
5,290.1823273,302.1039757,-26.02798919,11
3,254.7131261,226.755601,-35.10430861,12
5,-422.6868131,320.5815971,365.0024786,17
1,-48.593705,473.0909647,235.4712338,15
1,-29.14934409,413.3397072,195.274383,18
3,-122.4094816,387.1033311,232.7791288,11
3,978.117819,454.2989371,-291.0076377,16
5,232.4488545,408.6840294,65.65654343,11
0,635.9807716,343.5579931,-168.8869049,10
4,-12.94634041,410.3111239,182.3047854,14
3,-1045.281182,384.0529287,684.3625459,13
3,-204.4667395,271.2259637,214.4729008,14
0,329.8166153,443.0625412,36.72230506,15
5,314.0697236,305.2008635,-33.0524535,10
0,-5.586772887,403.1767425,159.4179331,13
3,63.65875711,349.4121533,109.6621066,18
0,74.15713937,369.0617477,117.5890118,10
0,2.529073682,359.3529414,152.4643725,14
3,-272.1288683,384.8332033,300.6403621,14
3,249.7481229,327.9085842,22.76083537,19
1,610.0928304,349.5353285,-133.6752164,15
4,-144.5167689,267.839873,174.1420572,10
0,528.6061451,354.3262387,-120.5952502,15
5,-343.1574346,359.5718696,325.9337559,11
1,-321.1906093,337.6293039,310.0349006,18
4,110.934179,324.2349139,81.07988014,16
3,220.3088763,179.5607733,-74.84994843,11
0,22.92697598,333.8245018,111.4135931,14
5,-273.1237818,354.5858873,309.3299137,18
3,-704.278366,273.1691267,466.9286482,15
5,385.4301739,301.6781738,-70.24292936,12
5,-77.26379713,429.7368817,214.5910733,14
5,641.1667834,261.604968,-225.3359512,15
5,151.8554988,328.6854014,69.30417921,17
4,132.7950238,384.0933611,91.78769488,18
4,286.6728739,355.3522082,15.58618103,12
4,846.2440488,288.0677085,-312.1540887,15
4,775.9261348,287.5614896,-264.0635649,16
1,-916.1572259,232.731108,528.1122273,10
1,-425.8706848,425.349571,382.7794066,13
5,241.5673152,421.6643105,64.38764112,14
0,175.3290745,260.6898257,8.013375399,13
5,-391.3061377,265.8229842,311.4508979,17
5,-232.3570451,233.736927,210.3594724,19
4,106.5629646,479.5465092,164.738843,17
1,-455.8029985,300.4252704,357.3276473,10
4,-432.0462179,311.5878238,357.3738505,19
5,-669.4092633,263.4628642,438.0493525,13
4,87.65874252,261.7939605,66.16347856,17
0,112.7519134,414.616495,121.0228784,18
5,-62.1907171,357.9635586,176.2557042,13
3,-823.9617152,198.1049386,480.0187503,17
1,836.1060091,323.0110323,-283.3685527,12
3,-465.6049255,118.6269245,253.3466823,15
5,194.4083708,314.5943981,32.84660792,16
4,36.0554516,238.8204659,75.8194476,12
3,328.8589254,375.1263904,-5.976139857,18
5,839.702516,429.1358785,-238.4312937,13
4,-355.7867754,444.033571,378.1711435,10
4,112.4896006,316.120918,85.4744157,18
1,404.1572128,379.3493884,-45.06845727,14
1,394.9126976,352.2007099,-52.83965906,12
3,105.2364119,367.046897,117.0331496,17
3,-307.2059655,264.0409777,263.1798477,19
5,-40.65736679,398.8963353,195.9549993,13
5,210.650712,252.9020344,1.965950305,11
0,-134.5294377,374.9931768,227.7380256,18
3,195.4115576,264.152892,-0.544493736,14
1,206.2412092,442.3403797,102.3736901,14
1,82.79711549,380.7636727,118.7350694,12
5,308.0981802,354.3909125,-0.053379347,18
0,-143.2808147,264.3734456,173.4817557,11
5,-287.3096048,274.8518633,244.2944829,13
4,-291.8008749,279.6490077,253.6267953,16
0,51.63633141,327.7089807,116.9753212,18
0,358.2513683,234.4072402,-84.73520754,17
5,-508.477812,370.4364405,400.4718755,14
0,-113.8727307,327.6673755,187.6315198,11
4,296.8818597,311.5632943,-15.02055624,12
3,-241.8934679,268.5724642,238.0342352,11
0,201.8993609,282.1612153,21.97322852,16
4,-181.2063642,320.2657059,219.733312,15
0,-112.7295154,343.8051015,186.9554334,14
3,81.91465393,294.0384404,86.92812317,12
1,-813.5177423,327.2516691,543.49936,12
0,-533.5498192,300.4138164,385.0137416,13
1,204.6136385,470.6562571,121.423048,19
0,-18.5183642,495.2930643,219.1837655,10
5,-26.21961205,219.3313547,101.4084911,18
1,-53.65856906,361.0165613,187.1118899,19
3,355.3214087,359.8420706,-33.19409042,13
3,-1060.145334,315.8930981,687.8738795,18
1,88.65579667,225.8724593,28.82932745,12
5,-29.22206775,384.4980485,171.262834,17
1,-605.462216,335.2912989,432.0737333,18
4,953.504652,405.8803593,-278.652951,19
3,-240.8713224,306.9695073,242.0965119,12
3,74.15197832,364.0093282,124.8127399,14
0,-262.2881605,279.5268341,235.188402,13
3,-458.3568949,338.105774,385.3108179,19
4,-210.1967311,257.103684,205.8909605,19
5,614.5004886,313.3800789,-160.699511,12
1,-656.8326187,341.4127622,483.13986,16
3,-30.71057318,364.3908054,174.9148041,17
3,-9.090520151,391.1440868,174.865014,11
3,706.0643341,387.5940456,-182.7189222,18
5,580.7727302,477.6123513,-78.64429877,10
1,-79.44737582,359.5229704,176.6461443,15
0,119.8339308,431.18232,136.2499339,18
5,446.3859258,382.7410409,-49.45944566,19
1,-670.7690483,427.4549242,517.4585829,14
0,-43.01585749,379.9083297,185.2428357,12
3,403.2032756,393.4813567,-37.00124491,15
3,332.418811,316.5005637,-18.75045558,15
4,-103.701603,275.1670439,163.4757422,11
0,138.1978194,149.7255925,-5.608413055,17
3,-493.9255997,259.6714512,356.7370525,11
5,158.6844639,322.9152392,56.18044673,12
3,-844.7567074,214.7582344,494.2902812,13
5,471.6995175,340.6981885,-100.534135,12
4,459.8384115,419.8447494,-40.04183105,10
3,-24.10125327,323.969667,138.6504983,12
3,51.39430628,391.9381559,125.0818136,11
4,255.0553786,283.9610334,1.763564636,18
5,-105.5079457,223.1320437,117.1947524,12
1,-164.3615271,246.015875,163.5653651,15
3,826.1385531,343.7143035,-285.1621238,14
5,-561.5082435,336.1637323,411.3708267,11
0,411.3893185,443.1040633,-6.354271973,13
5,199.1877929,272.8904458,11.78531856,10
4,22.29508253,379.3633817,163.2169884,19
0,-224.5080675,362.2339404,266.9285838,13
5,209.262736,342.9356256,21.14188107,15
3,662.6433788,396.3515521,-164.6880727,17
4,-472.6855424,209.4460677,313.6985259,18
3,407.2446809,262.87372,-90.21641665,13
3,-346.0737157,280.4223693,291.7077726,19
3,-441.6753268,408.3505308,398.3227409,11
4,729.0647702,340.1381864,-223.8194745,14
1,24.02734882,333.0719086,123.0572665,12
4,-291.7874847,406.3670101,327.1496115,18
3,-157.2763497,399.3198175,241.8989915,11
5,-160.2334376,457.7286609,295.0202203,18
3,651.3167937,336.9794761,-198.3822519,11
1,-291.1530725,323.9858283,275.3103368,11
4,-552.6263824,141.7265478,317.7966953,14
1,318.0438428,212.8409723,-79.13622332,16
4,-118.428916,298.9217697,176.1075877,11
5,-190.3439053,227.6713484,182.4219222,13
1,396.4348769,331.8176991,-70.28164166,14
3,259.0496352,239.5053808,-48.43875854,19
1,142.8440585,262.95569,26.63964461,12
1,803.6546169,404.4732034,-217.9224019,15
3,499.8645251,264.3309639,-150.4714413,14
3,-71.67557339,398.8086105,211.7416374,17
0,-269.369135,321.3444382,268.7444863,12
1,251.5195689,409.8250195,45.63343337,12
4,547.9928778,408.216192,-95.93693904,13
4,19.62281942,444.9132434,180.9965238,15
3,-96.87606883,379.2360833,193.5491418,14
0,-288.0439306,359.2972358,304.491311,14
5,354.1135915,478.3493514,31.3764483,13
0,163.1635451,373.1056115,100.229943,16
5,180.5239773,253.1691004,4.862325582,15
3,-924.5409769,355.1967949,617.870165,19
0,55.02898352,316.1744755,109.5913396,18
5,-198.1239274,387.908102,265.0191476,11
1,150.9199935,340.1425233,61.53652625,17
1,-394.0177393,343.3916145,349.5028713,14
0,-370.2728689,356.760447,350.3406657,18
0,806.4929303,345.7768298,-258.3938625,18
1,-286.8674066,378.1976225,286.964883,14
3,-1207.118041,345.5764538,757.1849682,13
5,287.5015847,364.620062,8.181680538,11
0,500.2965663,300.6540439,-118.5420292,19
5,59.57339574,225.9209721,56.70985517,13
1,263.0960118,368.6671964,35.48507698,15
5,-553.9460884,156.5059312,348.3312634,19
0,419.8919737,396.6102357,-39.89790306,11
1,-267.8548627,330.8638805,261.1830286,10
4,-272.4048544,264.3475141,244.3065042,17
3,-617.9942798,249.2064225,391.0235467,12
1,116.5942133,364.4873877,103.4318988,15
0,320.6522934,462.0232854,40.38182623,15
3,151.2956158,408.8051197,89.59928913,15
1,-9.50852484,330.5589658,132.6775431,10
3,567.9064288,369.7895707,-129.9042062,17
0,373.5697443,416.7091928,-4.346786427,16
1,354.3769968,231.8496323,-89.82605865,12
1,7.99320884,242.3581535,79.46057538,10
0,350.7763148,360.8589853,-21.96309514,15
1,368.2451338,297.9517926,-83.49093043,11
5,-592.0014231,447.7174666,482.3141906,19
0,831.2396215,283.1584945,-313.9277855,12
5,212.8227931,405.5662761,64.3391715,11
1,-109.45152,334.2852863,187.25602,13
0,185.0545992,384.4224042,62.26950733,13
3,111.3589255,367.9718583,93.74526202,17
0,1459.885915,373.5492269,-582.5065091,10
5,24.32582019,243.5928692,85.37199145,14
0,161.8945848,291.2847769,44.27050389,19
4,804.1223941,239.2207671,-309.8290787,16
4,-535.6955859,373.3079492,398.805618,14
5,155.1508903,279.4652798,39.44270983,18
4,-282.1085162,262.3160835,237.3150744,16
4,229.5878353,273.8059371,-13.2281272,18
1,-261.1884728,257.7001015,221.6200767,11
1,421.049386,287.5954205,-82.60013015,13
1,410.3021941,331.1598157,-71.03411747,12
0,-90.80838852,286.1208632,149.9840315,11
1,-491.9869989,331.7202001,377.2578011,12
4,-642.3316107,322.8265831,429.8740493,10
3,169.4585564,344.4318304,51.67981115,11
1,135.7462035,254.3900515,31.83318778,18
3,-303.4929812,356.9472064,305.1692531,10
3,170.4774003,345.8467676,52.90336845,17
0,265.8686972,402.5845933,42.74261622,15
1,-256.0614615,306.0326953,240.862516,10
0,-234.5114638,324.9099853,254.000905,16
1,50.28053613,291.1629762,103.809867,17
0,249.5964181,376.3629254,41.81368782,17
0,-72.41358383,278.1209561,153.6288654,17
0,301.7271632,424.4899854,31.14793747,16
5,-215.268164,350.2587608,254.8040971,16
1,761.2838906,361.4864803,-220.1793073,15
5,235.0074038,400.0629897,41.88851811,12
1,-407.2466693,395.7421058,364.5962318,10
0,-99.09958013,302.1123877,169.1278146,14
0,193.8595527,338.236621,46.75589541,13
3,274.7502723,457.5754834,61.6936983,14
3,539.6432207,286.4018551,-155.9200926,10
1,604.099849,380.2468686,-123.9021694,15
5,29.73312562,276.2607852,99.52366025,19
0,-929.101227,362.3687331,623.4584486,19
4,-869.9899442,335.5823252,593.3736354,13
5,-1095.843719,304.012877,692.8167704,15
5,190.716554,410.9495549,94.51350793,19
0,272.2495087,236.0232294,-52.20321232,18
3,65.54452639,412.6308786,160.6247673,18
3,707.7129487,316.1170974,-225.9370162,17
3,-20.92615888,243.6869035,111.7606861,14
0,762.4468518,386.8316253,-221.0633976,12
1,-164.5485543,261.2546341,172.2327553,13
3,206.7790794,249.1521794,-8.118485069,12
3,790.145949,348.4085708,-235.5399442,17
5,264.5430153,408.5997388,23.91058285,10
1,528.0962002,386.6561912,-92.2443265,16
1,299.9238737,300.3811358,-28.98896624,17
0,-511.0194748,271.3669197,372.6593187,15
5,27.8738698,367.6431259,142.0710031,15
0,-238.6719979,327.9249431,248.9646646,17
4,-135.8157989,232.6368198,151.2258056,14
1,-481.930219,477.4363064,450.6345876,12
4,-360.9690425,321.8884882,313.6666269,10
4,-430.081825,210.0142253,284.7795415,11
5,305.7528933,363.0885902,8.997778039,14
0,-84.59258171,377.9875583,203.2199267,18
0,134.0160443,405.3411114,102.1989685,13
4,-298.5181916,371.0568626,315.8848173,18
0,342.4974588,405.4553053,-6.302786906,18
4,458.8242452,315.0618566,-103.0571403,12
5,468.0531538,327.657696,-96.73463686,14
1,566.0079627,326.5140044,-137.2580725,14
3,656.8459847,353.1458094,-163.1978651,19
5,263.1098594,346.7737144,32.27743132,19
0,592.7427304,234.283233,-227.6044949,16
0,632.9448726,240.2411365,-219.4731623,18
4,354.4568683,297.8360251,-50.17810331,18
4,-23.08146093,270.0865765,130.6450108,11
3,-51.59859522,297.3408397,143.0267887,19
4,-146.3009603,315.1264056,200.6430859,17
4,296.4382996,394.9320513,0.082351449,15
0,224.5725613,383.180004,60.29114206,17
1,-146.5527737,309.9725262,203.3205511,16
0,-264.9716591,334.2207324,256.6342619,11
0,-76.57271913,307.4420791,171.2718647,19
0,-97.48731915,335.7747278,189.1708238,16
3,451.4366114,277.3839501,-99.43073077,17
0,608.769258,386.5803627,-127.2902206,15
4,-38.12711563,321.154457,147.8430248,14
1,-257.6386506,341.2489314,260.6744964,11
1,-112.1918613,316.9330094,198.9628619,17
5,0.01211378,285.9840465,101.9286205,10
4,-434.425931,252.4131628,319.2247323,16
3,-34.82890446,373.1504915,169.2217457,12
5,526.4980019,389.2054565,-97.11819786,14
4,1.706081824,416.3067707,163.3682405,14
3,126.1129857,307.1673556,56.3388844,19
5,154.1099157,314.2671323,45.33863928,12
0,-304.8367035,296.1741999,283.6732336,11
0,305.2248241,325.362759,,14
3,-330.8972484,351.1081509,301.571348,16
1,-519.2232137,312.2989375,401.4014573,13
0,299.2863175,291.4983505,-40.65751178,13
3,306.7137358,326.116771,2.167577118,15
5,673.8119928,358.8907097,-177.5359631,10
1,80.94666788,389.791384,124.116162,19
0,-155.2546816,359.0291071,201.9034538,18
3,-331.3770601,343.8358989,320.6578519,19
0,-138.6169194,362.3732716,192.1942948,10
4,325.0338319,346.4321871,-12.41629055,19
1,-105.1742709,297.8233602,185.2185889,15
0,-65.35775257,385.4867348,184.1345027,15
4,835.0007717,450.4569615,-231.4548091,12
1,-834.9181942,247.627304,526.3908747,18
4,124.3174058,264.129849,30.15865284,10
3,-135.3663142,415.7078269,255.9457475,16
4,-395.3621203,362.4533774,337.462035,12
4,-539.8837605,206.6222288,341.1533586,14
3,-347.6884207,302.116288,297.8958616,17
4,424.1974274,448.1830222,-23.09450808,10
4,-305.8252641,217.5282542,249.3200709,18
3,-407.1452904,221.1412417,282.4123997,16
4,-147.5542844,350.3281453,222.2198551,15
0,454.8836421,268.6114962,-117.7413967,16
0,49.57732531,336.3975731,125.7329661,15
5,-141.2919654,393.4757007,224.4345799,12
4,-23.98913677,125.1199723,27.01066782,10
5,153.8471846,308.6282736,38.70253183,11
4,-161.7115743,381.2002185,235.763275,14
1,386.2152929,305.4198257,-97.19091923,12
3,-260.0170316,218.1668381,205.9657693,12
3,275.3495228,350.2824811,0.1726677,13
4,89.46093802,309.0134611,80.55372862,11
3,-478.1903847,297.8687416,366.5096329,14
0,438.3715852,355.4625748,-57.81024758,17
5,-71.23736149,337.2282137,177.6837412,17
3,416.5616799,416.3679896,-20.82496731,17
5,372.0724015,325.0384828,-53.92238782,12
5,-804.6396272,314.8970157,538.4042801,17
5,417.0112623,324.9524909,-78.60769754,11
1,-612.4883386,197.3703186,378.5687761,10
3,4.123536207,312.0743284,132.5334003,10
3,242.9246508,411.4904038,60.61457194,19
4,-398.3210717,359.9760643,351.7845736,16
3,221.454981,335.2833425,-0.145899514,11
5,-429.033585,291.9748264,323.9709837,17
4,303.227795,448.8886139,44.82954251,17
3,-94.92907095,317.683933,185.8329203,16
5,22.8259245,189.5813451,56.43801297,13
5,449.9993068,378.9446476,-53.31326718,15
1,-533.5899306,295.1744209,386.6884127,17
1,789.6462038,398.9559919,-219.9476263,14
5,152.6055037,379.6589741,97.86173259,15
3,-777.6597292,279.1343162,489.4191541,11
3,195.8462851,235.2272555,-18.94152098,15
3,-315.1619078,359.206423,310.7758352,14
5,294.1462726,451.5114987,59.88700183,19
4,582.1153912,270.2096258,-193.6130574,10
5,438.3244811,416.8736692,-31.99372695,19
0,-190.382433,216.2490737,178.3581043,16
4,-632.1289589,278.2589704,423.052262,13
4,167.7006962,267.7091587,29.70561793,19
4,259.6247848,376.8791805,39.38013129,18
0,657.7852454,422.5028832,-165.8042864,11
1,-570.1831948,308.7622078,401.1275008,13
5,-504.2599629,283.3745136,357.5253024,19
4,-83.85321747,344.0205122,185.4846532,11
3,85.54698058,324.2962215,108.4012134,16
5,351.6172873,403.7632163,1.468980404,19
5,-1214.693828,331.2061929,754.0876567,18
3,-187.4675115,228.0252335,183.4072694,10
5,-215.2155782,320.1400642,240.8034218,11
0,-588.9540118,292.9883394,402.8457895,11
5,-120.3622104,457.1929462,262.5952406,17
4,-596.4442025,270.3622735,440.5410236,18
1,-416.6374937,372.6451406,389.6604693,17
1,468.6060386,405.4188876,-52.53504682,14
3,275.8997146,275.2411382,-2.752283446,19
4,132.911999,383.3900085,102.5002819,14
4,151.5931334,306.9240379,47.34056573,11
4,81.94063428,259.8369504,73.08333823,18
3,507.2886888,355.0708895,-94.88379769,19
5,464.3684043,302.5062456,-123.1965181,17
0,406.5281761,476.8984379,14.03181131,15
0,344.6814557,366.0461717,-7.685329274,17
1,335.1083857,294.5544727,-58.50406034,11
3,80.41781235,456.1626837,172.6967633,17
0,250.2040561,311.0911659,8.391717781,19
3,33.33774054,302.7355929,103.0567453,14
3,485.1963399,319.0388855,-104.4891983,18
0,-480.3375736,152.5657036,274.5106465,17
4,64.26845457,323.0848351,124.6786573,10
1,388.3757115,422.1099473,-14.19686905,15
3,-233.8797088,253.2318012,218.7434693,13
4,-425.7488401,280.3090338,343.6309339,18
5,634.6992791,308.2760681,-198.6383212,14
3,28.199323,347.6919505,131.5817101,11
0,-71.8277675,301.2605398,153.7661615,13
3,174.327912,191.2912813,-14.93209085,12
1,-121.944752,306.1738558,203.769156,15
5,-157.4016526,256.6937485,162.4904834,12
5,834.5200009,353.0569037,-270.9518332,10
1,148.8243975,384.5829197,71.5486117,10
0,-55.23314596,356.6805,179.8484052,17
1,353.8096925,409.6229423,0.39253185,10
3,692.4973229,379.4379592,-185.8655165,19
4,-23.51722343,394.9352331,188.7931982,18
4,-492.1606026,366.8442855,395.0717252,15
1,132.5042853,311.9318648,59.69945601,14
1,-144.9379587,210.4879324,154.4324183,14
5,-682.1839279,367.4103154,486.1295287,10
1,832.1154189,394.1333318,-221.1723839,17
1,836.6367495,381.3740454,-249.1063154,11
0,120.0447049,339.0418048,101.8647493,14
0,-378.2156123,297.0186757,294.3171052,13
3,36.53969285,257.748804,86.53308883,18
4,-752.3240459,237.6936648,461.563607,16
4,293.9815732,359.8643188,19.00040366,10
3,-401.8710011,372.8488689,363.1799904,14
0,-878.6161598,355.359387,595.106345,15
4,-400.0716038,356.8223016,351.0368497,12
0,125.5853679,300.0054073,61.33499883,14
5,996.9218145,427.6907325,-300.6401376,17
5,-188.8903996,218.4284312,175.7890732,18
5,599.6670908,375.4001769,-146.8684254,14
5,401.0136265,468.7210198,10.75355792,19
3,-419.1360233,304.98174,339.8840773,16
4,470.7748398,345.7915684,-80.52159764,14
4,-135.7039711,338.5666937,177.1716139,18
3,-516.6649896,346.9192474,411.8090626,12
5,313.5165651,363.548796,-13.70190683,16
0,380.3466634,463.269704,3.158930429,10
0,458.7465397,379.4239611,-77.06446598,17
3,-310.6875111,451.5124464,357.1622341,11
3,-187.8061234,230.2269264,207.1851207,19
0,-493.8064549,319.0062755,383.3194645,16
1,104.8134795,363.2775115,116.0731365,13
5,-375.9934968,258.8446811,271.0325144,12
4,790.15437,412.0966522,-225.9025871,13
0,50.66447482,316.9006066,109.9450099,17
1,298.2060731,404.5578695,28.37168267,12
0,-79.14506738,278.7102666,148.7130632,11
4,-194.2697871,274.4263903,209.5852646,13
3,135.8708715,298.6009602,61.00225635,11
4,307.2806271,394.8407744,24.34467612,11
5,69.33973519,310.8364558,98.42566056,12
4,-392.4097346,426.5192339,376.3894545,14
1,-222.2987708,336.2019829,241.420966,10
0,-31.66103878,394.3333033,167.8915041,14
0,412.2226602,418.7106499,-1.54599271,17
5,-552.1354867,297.5621966,397.6150102,14
3,-275.1903621,330.8775951,267.3314508,12
0,142.1130853,230.5957017,2.939834381,12
1,531.4726107,366.2550089,-136.4798439,10
1,-666.3584488,182.5260956,398.0703406,14
1,-413.1724705,284.8955801,310.2065481,10
0,450.255722,388.8996538,-64.3913184,13
5,-99.51756406,362.1349821,226.0472011,16
3,210.5125723,283.3871763,-1.7619809,16
0,-370.5283899,205.9532508,275.7813404,14
3,400.9132514,408.58271,5.232421322,13
4,200.1350655,332.9587052,34.87449891,10
5,-71.12478285,305.8327894,154.4147658,14
3,-255.6513762,410.6823633,295.5872221,11
5,333.2379648,323.7102775,-26.25475549,11
4,28.81405687,330.1977234,109.2478358,14
3,49.82395355,227.1781722,63.95723147,14
4,-464.2199934,308.8547204,365.5804118,14
4,552.9511578,316.6840223,-131.8941115,19
0,750.8416354,242.791347,-265.9243091,19
1,-919.2352497,301.8134626,588.2914944,15
5,14.42987553,327.0555026,145.223669,19
3,-410.1555759,281.2646162,322.3313305,10
5,571.89707,299.343958,-150.117589,17
5,-5.007978928,356.0135466,164.5755415,12
1,-17.13886109,432.6886368,217.1642997,13
1,125.125234,341.2602116,91.4942162,12
1,-383.4259074,189.4934145,260.7195178,12
1,120.1096495,242.7506074,32.66454957,12
5,420.6662436,416.6986731,-25.18276939,15
0,265.691334,369.9712236,19.99577474,16
5,87.04233376,358.3549004,81.48438194,10
3,-197.6627991,307.1143996,231.2539359,13
3,65.51721263,282.7884497,71.38244101,10
4,593.8671094,246.6570671,-210.4146003,12
1,-240.8191259,377.6869336,290.6629107,11
4,197.9216077,321.4566927,49.0100081,15
1,-382.7563905,365.705669,338.0943494,14
1,261.9796773,330.5426311,9.078561413,16
5,-352.946249,421.549126,360.2761326,16
3,-383.048231,465.2014903,392.2084152,12
0,-499.0362082,316.0285149,372.1744321,12
1,-181.5418135,464.7931261,304.7736336,14
1,832.6675551,347.840314,-287.9458992,14
3,-678.7558489,284.1223366,456.0115351,16
5,140.3562103,312.2798777,57.66903547,11
0,-989.7164866,248.2902131,603.7937656,17
3,1430.18056,324.9154625,-580.0880666,13
5,556.6538157,270.7559618,-152.5803423,12
5,26.12506465,365.7718321,132.6633586,15
4,-543.301303,427.5798977,465.7816891,13
0,34.1700707,262.4400096,71.3230166,10
3,-86.04261474,357.3812706,212.7351765,13
3,-369.0473258,401.6596033,355.1915853,18
5,-210.3561634,193.3753036,153.6504469,10
4,337.1223184,317.1299772,-37.23543204,11
4,-85.68285193,384.9327344,177.7241663,13
0,-416.6499142,185.0448835,263.5641806,16
1,361.639671,278.3087865,-58.01443673,14
0,537.0345835,258.9894397,-154.7087323,14
4,-131.3288808,432.3568764,252.2921517,18
4,616.6696997,247.10988,-193.9532957,16
0,1091.610295,368.0720887,-379.623426,12
4,4.456710983,355.3904087,137.5460522,12
4,651.9803253,302.8212065,-210.4424878,11
1,-550.2150004,373.2743543,451.5930227,18
4,-42.22542454,449.1980798,229.6073914,18
4,95.8978842,361.2349702,110.5921591,17
4,-141.2995356,174.4693238,144.4515509,16
4,-214.86177,359.702328,262.3869851,12
5,411.4665666,257.1257696,-103.1904012,12
5,-328.3365,378.0155485,305.8937955,12
1,-221.8728008,330.7036317,236.1293499,11
1,197.5394196,332.6585738,37.70929155,17
4,262.5975455,296.0257589,10.22120553,19
4,76.94539894,398.3056504,158.2922517,16
3,-482.2895056,267.2219898,344.8110676,13
3,44.23914559,417.6292413,122.2364627,10
0,352.1679704,301.5562942,-38.24518317,16
5,189.9112178,379.1916618,70.81437689,16
1,146.7322258,230.7843135,9.708844736,19
3,54.29391434,258.4866955,68.39561023,13
4,-629.6711948,330.6573251,458.7744624,17
5,126.1143754,426.2966199,118.4746392,12
3,91.2197052,369.0663912,130.200908,17
0,-395.3288363,335.8746982,309.3120737,13
3,-601.262763,467.3207151,510.2393226,17
1,-222.9948698,349.1651368,242.3837514,10
3,-18.6415244,347.5509019,135.9473873,16
1,-312.7864114,343.3802478,278.3308353,10
0,173.82271,442.9293581,112.8815826,15
3,-14.74538117,392.6606259,173.7771774,19
5,-806.6807738,321.3433852,540.0820458,19
3,172.9888514,404.7644448,76.34161802,14
1,145.6287473,389.9255167,103.5653617,14
4,398.5340176,279.5881988,-71.68394029,18
3,183.6722692,288.1806365,25.22388042,15
5,-497.9060539,298.582175,375.4161939,12
3,-194.0861145,362.9739619,252.2072355,17
1,-223.5427968,223.8919298,170.4246882,10
0,-216.6051825,259.0092797,225.2448067,16
4,449.587777,356.8224704,-64.01344964,18
1,465.3058008,437.4315732,-36.96926097,12
0,-90.96843015,270.0032432,157.5986599,11
0,449.6665202,425.8682909,-51.54857791,11
5,-750.2300426,337.8812094,536.9887653,19
5,367.2233541,427.4580774,4.040995456,16
3,-72.65821239,338.2819796,176.8759678,13
4,200.3245918,270.6154744,18.64619417,18
0,-6.209445,310.5234037,141.6719971,16
4,402.5159561,340.2838596,-59.91614604,10
5,369.1006446,291.4311563,-61.11421791,17
5,687.8222176,271.9932142,-240.3811304,19
3,669.3542548,257.7838838,-238.0834489,15
5,202.3989517,344.7608983,55.9515239,16
5,-941.6705346,376.1619647,642.9152427,19
0,-95.35298903,345.8284776,175.2603227,15
4,544.368974,343.6369534,-127.6185058,15
3,265.7138364,340.4640492,35.523825,19
0,209.5133995,293.3102305,11.37772988,19
5,69.3388768,307.8094156,89.4444106,11
4,-10.37378415,234.7389374,98.95381881,17
5,-348.153472,339.2946584,295.5483696,13
